dataname,vulnerability,function_name,match,true_answer_line,auditor_idx
CVE-2018-14084,Integer Overflow,setPrices,False,N/A,0
CVE-2018-13327,Integer Overflow,Multiple Functions,False,N/A,4
CVE-2018-11411,Wrong Logic,transferFrom,True,4,2
CVE-2018-17987,Bad Randomness,determineWinner,False,N/A,0
CVE-2018-12511,Integer Overflow,mintToken,True,5,0
CVE-2018-14005,Integer Overflow,transferAny,False,N/A,0
CVE-2018-11335,Integer Overflow,mint,True,1,0
CVE-2018-13089,Integer Overflow,mintToken,True,5,0
CVE-2018-13086,Integer Overflow,mintToken,False,N/A,0
CVE-2018-13228,Integer Overflow,sell,True,4,0
CVE-2018-12080,Token Devalue,mintToken,True,2,1
CVE-2018-13126,Integer Overflow,mint,True,1,3
CVE-2018-13074,Integer Overflow,mintToken,False,N/A,0
CVE-2020-17752,Integer Overflow,Not Provided,False,N/A,2
CVE-2019-15080,Typo Constructor,Not Provided,False,N/A,0
CVE-2018-13778,Integer Overflow,mintToken,False,N/A,0
CVE-2018-12025,Wrong Logic,transferFrom,True,2,2
CVE-2018-12081,Token Devalue,mintToken,True,5,0
CVE-2018-17111,Access Control,onlyOwner,False,N/A,0
CVE-2018-11687,Integer Overflow,distributeBTR,True,2,0
CVE-2018-11239,Integer Overflow,_transfer,True,2,0
CVE-2018-13202,Integer Overflow,sell,True,4,0
CVE-2021-34270,Integer Overflow,mintToken,True,1,0
CVE-2018-12959,Access Control,approveAndCall,False,N/A,0
CVE-2018-13493,Integer Overflow,mintToken,True,7,2
CVE-2018-13068,Integer Overflow,mintToken,True,3,0
CVE-2018-19832,Access Control,NETM,False,N/A,0
CVE-2018-13083,Integer Overflow,mintToken,False,N/A,0
CVE-2018-12063,Integer Overflow,sell,False,N/A,1
CVE-2018-13230,Integer Overflow,sell,True,4,0
CVE-2018-13092,Integer Overflow,mintToken,True,3,1
CVE-2018-12082,Token Devalue,mintToken,True,4,0
CVE-2018-13225,Integer Overflow,sell,True,4,0
CVE-2018-13189,Integer Overflow,mint,True,1,0
CVE-2018-12079,Token Devalue,mintToken,True,5,0
CVE-2018-19834,Access Control,quaker,True,1,0
CVE-2018-13783,Integer Overflow,mintToken,False,N/A,1
CVE-2018-13221,Integer Overflow,sell,True,3,0
CVE-2018-12975,Bad Randomness,random,True,4,2
CVE-2018-12454,Bad Randomness,_addguess,False,N/A,0
CVE-2018-13782,Integer Overflow,mintToken,True,5,0
CVE-2018-13836,Integer Overflow,multiTransfer,True,1,2
CVE-2018-14576,Integer Overflow,mintTokens,False,N/A,0
CVE-2018-13625,Integer Overflow,mintlvlToken,False,N/A,0
CVE-2018-19830,Access Control,UBSexToken,True,5,0
CVE-2018-10944,Access Control,request_dividend,True,5,4
CVE-2018-13113,Integer Overflow,Multiple Functions,False,N/A,0
CVE-2018-14004,Integer Overflow,transfer_tokens_after_ICO,False,N/A,0
CVE-2018-12078,Token Devalue,mintToken,True,3,0
CVE-2018-13227,Integer Overflow,sell,True,4,0

Top k hit rate:,0.54,(59/109)
