dataname,auditor_idx,vulnerability,function_name
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Access Control,freezeAccount
2018-13230,0,Incorrect WTV (Wrong Token Volatility) in freezeAccount function,freezeAccount
2018-13230,0,Bad Randomness,buy
2018-13230,0,Integer Overflow,sell
2018-13230,0,Integer Overflow,mintToken
2018-13230,0
