dataname,vulnerability,function_name,match
CVE-2018-13325,Integer Overflow,mintToken,False
CVE-2018-13325,Integer Overflow,sell,False
CVE-2018-13325,Integer Overflow,transfer,False
CVE-2018-13325,Wrong Logic,approve,False
CVE-2018-13129,Integer Overflow,mint,True
CVE-2018-13129,Access Control,setMigrationAgent,False
CVE-2018-13129,Integer Overflow,increaseApproval,False
CVE-2018-13129,Access Control,setMigrationMaster,False
CVE-2018-13129,Integer Overflow,approve,False
CVE-2018-13129,Integer Overflow,transferFrom,False
CVE-2018-13129,Integer Overflow,transfer,False
CVE-2018-13129,Access Control,unfreeze,False
CVE-2018-13129,Integer Overflow,migrate,False
CVE-2018-13129,Integer Overflow,migrateFrom,False
CVE-2018-13129,Integer Overflow,decreaseApproval,False
CVE-2018-13129,Bad Randomness,migrate,False
CVE-2018-13129,Access Control,mint,False
CVE-2020-17753,Integer Overflow,buyFromRC,False
CVE-2020-17753,Integer Overflow,RC,False
CVE-2020-17753,Access Control,RC,False
CVE-2020-17753,Bad Randomness,RC,False
CVE-2020-17753,Access Control,buyTokens,False
CVE-2020-17753,Integer Overflow,takeEther,False
CVE-2020-17753,Integer Overflow,buyImplementation,False
CVE-2020-17753,Access Control,claim,False
CVE-2020-17753,Access Control,buyTokensFor,False
CVE-2018-12230,Integer Overflow,mintToken,False
CVE-2018-12230,Access Control,freezeAccount,False
CVE-2018-12230,Access Control,changeName,False
CVE-2018-12230,Access Control,changeSymbol,False
CVE-2018-12230,Access Control,changeDecimals,False
CVE-2018-12230,Access Control,transfer,False
CVE-2018-12230,Integer Overflow,transferFrom,False
CVE-2018-12230,Wrong Logic,approve,False
CVE-2018-12230,Integer Overflow,transfer,False
CVE-2018-17050,Integer Overflow,mintToken,True
CVE-2018-17050,Access Control,transferFrom,False
CVE-2018-17050,Integer Overflow,freezeAccount,False
CVE-2018-17050,Bad Randomness,transfer,False
CVE-2018-17050,Integer Overflow,transferFrom,False
CVE-2018-17050,Integer Overflow,transfer,False
CVE-2018-17050,Wrong Logic,approve,False
CVE-2018-14006,Integer Overflow,batchTransfer,False
CVE-2018-14006,Integer Overflow,transfer,False
CVE-2018-14006,Integer Overflow,transferFrom,False
CVE-2018-14006,Wrong Logic,transferToContract,False
CVE-2018-14006,Access Control,approveAndCall,False
CVE-2018-14006,Wrong Logic,transferToAddress,False
CVE-2018-14006,Integer Overflow,multipleTransfer,True
CVE-2018-13075,Integer Overflow,setTokenName,False
CVE-2018-13075,Integer Overflow,mintToken,True
CVE-2018-13075,Integer Overflow,setMinBalance,False
CVE-2018-13075,Integer Overflow,setTokenSymbol,False
CVE-2018-13075,Integer Overflow,buy,False
CVE-2018-13075,Access Control,freezeAccount,False
CVE-2018-13075,Integer Overflow,setPrices,False
CVE-2018-13075,Integer Overflow,sell,False
CVE-2018-13075,Wrong Logic,buy,False
CVE-2018-13075,Access Control,transfer,False
CVE-2018-13075,Wrong Logic,sell,False
CVE-2018-10666,Unhandled Fallback Function,function () external { throw; },False
CVE-2018-10666,Integer Overflow,div10,False
CVE-2018-10666,Wrong Logic,pow10,False
CVE-2018-10666,Integer Overflow,precalculate,False
CVE-2018-10666,Integer Overflow,transfer,False
CVE-2018-10666,Integer Overflow,transferFrom,False
CVE-2018-10666,Access Control,IDXM,False
CVE-2018-10666,Integer Overflow,feeFor,False
CVE-2018-10666,Access Control,setOwner,True
CVE-2018-10666,Integer Overflow,receiveApproval,False
CVE-2018-10666,Integer Overflow,uploadBalances,False
CVE-2018-10666,Bad Randomness,div10,False
CVE-2018-10666,Wrong Logic,precalculate,False
CVE-2018-13071,Integer Overflow,distributeTokens,False
CVE-2018-13071,Access Control,freezeAccount,False
CVE-2018-13071,Integer Overflow,sell,False
CVE-2018-13071,Integer Overflow,buy,False
CVE-2018-13071,Integer Overflow,mintToken,True
CVE-2018-13071,Bad Randomness,setPrices,False
CVE-2018-13071,Integer Overflow,transferFrom,False
CVE-2018-13071,Integer Overflow,setPrices,False
CVE-2018-13071,Integer Overflow,receiveApproval,False
CVE-2018-13071,Integer Overflow,freezeAccount,False
CVE-2018-13071,Integer Overflow,transfer,False
CVE-2018-13071,Access Control,distributeTokens,False
CVE-2018-13071,Wrong Logic,mintToken,False
CVE-2018-13088,Integer Overflow,mintToken,True
CVE-2018-13088,Bad Randomness,sell,False
CVE-2018-13088,Wrong Logic,buy,False
CVE-2018-13088,Access Control,freezeAccount,False
CVE-2018-13088,Integer Overflow,setPrices,False
CVE-2018-13088,Bad Randomness,mintToken,False
CVE-2018-13088,Integer Overflow,sell,False
CVE-2018-13088,Access Control,transferFrom,False
CVE-2018-13088,Integer Overflow,buy,False
CVE-2018-13088,Access Control,approveAndCall,False
CVE-2018-13088,Wrong Logic,transfer,False
CVE-2018-13670,Integer Overflow,sell,False
CVE-2018-13670,Integer Overflow,buy,False
CVE-2018-13670,Integer Overflow,setPrices,False
CVE-2018-13670,Integer Overflow,mintToken,True
CVE-2018-13670,Access Control,freezeAccount,False
CVE-2018-13670,Access Control,setPrices,False
CVE-2018-13670,Integer Overflow,transfer,False
CVE-2018-13670,Access Control,transfer,False
CVE-2018-11429,Integer Overflow,transfer,False
CVE-2018-11429,Integer Overflow,transferFrom,False
CVE-2018-11429,Integer Overflow,mint,True
CVE-2018-11429,Integer Overflow,approve,False
CVE-2018-11429,Access Control,unfreeze,False
CVE-2018-11429,Integer Overflow,mintToken,False
CVE-2018-13070,Integer Overflow,mintToken,True
CVE-2018-13070,Integer Overflow,selfdestructs,False
CVE-2018-13070,Integer Overflow,buy,False
CVE-2018-13070,Integer Overflow,transferFrom,False
CVE-2018-13070,Integer Overflow,burnFrom,False
CVE-2018-13070,Access Control,selfdestructs,False
CVE-2018-13073,Integer Overflow,sell,False
CVE-2018-13073,Integer Overflow,mintToken,True
CVE-2018-13073,Access Control,mintToken,False
CVE-2018-13073,Bad Randomness,mintToken,False
CVE-2018-13073,Integer Overflow,transferFrom,False
CVE-2018-13073,Wrong Logic,buy,False
CVE-2018-13073,Access Control,transfer,False
CVE-2018-13073,Wrong Logic,sell,False
CVE-2018-13073,Integer Overflow,buy,False
CVE-2018-13073,Integer Overflow,transfer,False
CVE-2018-13079,Integer Overflow,mintToken,True
CVE-2018-13079,Bad Randomness,sell,False
CVE-2018-13079,Wrong Logic,buy,False
CVE-2018-13079,Integer Overflow,transferFrom,False
CVE-2018-13079,Bad Randomness,buy,False
CVE-2018-13079,Access Control,transfer,False
CVE-2018-13079,Bad Randomness,approveAndCall,False
CVE-2018-13079,Integer Overflow,burnFrom,False
CVE-2018-19833,Integer Overflow,mintToken,False
CVE-2018-19833,Integer Overflow,burn,False
CVE-2018-19833,Access Control,mintToken,False
CVE-2018-19833,Integer Overflow,transfer,False
CVE-2018-19833,Access Control,transfer,False
CVE-2018-14089,Integer Overflow,burn,False
CVE-2018-14089,Integer Overflow,distribute,False
CVE-2018-14089,Access Control,mint,False
CVE-2018-14089,Bad Randomness,mint,False
CVE-2018-14089,Unchecked Return Value,burn,False
CVE-2018-14089,Integer Overflow,mint,False
CVE-2018-14089,Access Control,burn,False
CVE-2018-14089,Integer Overflow,<fallback>,False
CVE-2018-14089,Integer Overflow,<constructor>,False
CVE-2018-14089,Integer Overflow,setICORatio,False
CVE-2018-14089,Integer Overflow,setAIRDROPBounce,False
CVE-2018-14089,Integer Overflow,disablePurchasing,False
CVE-2018-14089,Integer Overflow,setMINfinney,False
CVE-2018-14089,Integer Overflow,(),False
CVE-2018-14089,Integer Overflow,transfer,False
CVE-2018-12070,Integer Overflow,mintToken,False
CVE-2018-12070,Integer Overflow,buy,False
CVE-2018-12070,Integer Overflow,burnFrom,False
CVE-2018-12070,Integer Overflow,sell,True
CVE-2018-12070,Integer Overflow,transferFrom,False
CVE-2018-12070,Wrong Logic,mintAgain,False
CVE-2018-12070,Wrong Logic,sell,False
CVE-2018-12070,Wrong Logic,buy,False
CVE-2018-12070,Integer Overflow,_transfer,False
CVE-2018-10706,Unchecked Return Value,changeOwner,False
CVE-2018-10706,Unchecked Return Value,changeAirdropQty,False
CVE-2018-10706,Wrong Logic,transferFrom,False
CVE-2018-10706,Unchecked Return Value,changeTokensPerEther,False
CVE-2018-10706,Unchecked Return Value,changePaused,False
CVE-2018-10706,Unchecked Return Value,,False
CVE-2018-10706,Unchecked Return Value,generateTokens,False
CVE-2018-10706,Unchecked Return Value,approveAndCall,False
CVE-2018-10706,Unchecked Return Value,destroyTokens,False
CVE-2018-10706,Unchecked Return Value,changeAirdropTotalQty,False
CVE-2018-10706,Bad Randomness,Multiple Functions,False
CVE-2018-10706,Access Control,Multiple Functions,False
CVE-2018-10706,Tyco Constructor,Multiple Functions,False
CVE-2018-10706,Wrong Logic,Multiple Functions,False
CVE-2018-10706,Integer Overflow,Multiple Functions,False
CVE-2018-10706,Integer Overflow,transfer,False
CVE-2018-10706,Integer Overflow,generateTokens,False
CVE-2018-10706,Integer Overflow,freeze,False
CVE-2018-10706,Integer Overflow,unFreeze,False
CVE-2018-10706,Integer Overflow,receive,False
CVE-2018-10706,Integer Overflow,changeAirdropTotalQty,False
CVE-2018-14087,Integer Overflow,mintToken,False
CVE-2018-14087,Self-destruction,selfdestructs,False
CVE-2018-14087,Ether Withdrawal,getEth,False
CVE-2018-14087,Integer Overflow,_transfer,False
CVE-2018-14087,Integer Overflow,buy,False
CVE-2018-14087,Integer Overflow,setPrices,True
CVE-2018-14087,Bad Randomness,freezeAccount,False
CVE-2018-14087,Integer Overflow,selfdestructs,False
CVE-2018-14087,Integer Overflow,getEth,False
CVE-2018-14087,Wrong Logic,buy,False
CVE-2018-14087,Access Control,selfdestructs,False
CVE-2018-14087,Access Control,setPrices,False
CVE-2018-14087,Wrong Logic,transfer,False
CVE-2018-14087,Access Control,balanceOfa,False
CVE-2021-34272,Integer Overflow,mintToken,False
CVE-2021-34272,Integer Overflow,sell,False
CVE-2021-34272,Access Control,freezeAccount,False
CVE-2021-34272,Bad Randomness,buy,False
CVE-2021-34272,Access Control,setPrices,False
CVE-2021-34272,Wrong Logic,transferFrom,False
CVE-2021-34272,Bad Randomness,sell,False
CVE-2021-34272,Access Control,buy,False
CVE-2021-34272,Integer Overflow,burnFrom,False
CVE-2021-34272,Access Control,mintToken,False
CVE-2021-34272,Integer Overflow,setExchange,False
CVE-2021-34272,Bad Randomness,approve,False
CVE-2021-34272,Access Control,burnFrom,False
CVE-2018-13069,Integer Overflow,mintToken,True
CVE-2018-13069,Bad Randomness,sell,False
CVE-2018-13069,Wrong Logic,buy,False
CVE-2018-13069,Bad Randomness,mintToken,False
CVE-2018-13069,Integer Overflow,sell,False
CVE-2018-13069,Access Control,freezeAccount,False
CVE-2018-13069,Access Control,transfer,False
CVE-2018-13069,Integer Overflow,burnFrom,False
CVE-2018-13069,Bad Randomness,approve,False
CVE-2021-3004,Integer Overflow,mint,False
CVE-2021-3004,Integer Overflow,getPriceUSD,False
CVE-2021-3004,Integer Overflow,unstake,False
CVE-2021-3004,Integer Overflow,deposit,False
CVE-2021-3004,Integer Overflow,stake,False
CVE-2021-3004,Integer Overflow,withdraw,False
CVE-2021-3004,Integer Overflow,notifyFeeAmount,False
CVE-2018-13127,Integer Overflow,mint,True
CVE-2018-13127,Integer Overflow,approve,False
CVE-2018-13127,Integer Overflow,transferFrom,False
CVE-2018-13127,Integer Overflow,transfer,False
CVE-2018-13127,Access Control,unfreeze,False
CVE-2018-13127,Integer Overflow,div,False
CVE-2018-13127,Integer Overflow,mul,False
CVE-2018-13127,Access Control,totalSupply,False
CVE-2018-13127,Access Control,increaseApproval,False
CVE-2018-13127,Access Control,setBalance,False
CVE-2018-13127,Integer Overflow,add,False
CVE-2018-13127,Access Control,setAllowance,False
CVE-2018-13127,Access Control,transferFrom,False
CVE-2018-13127,Integer Overflow,sub,False
CVE-2018-13127,Access Control,decreaseApproval,False
CVE-2018-13127,Access Control,transfer,False
CVE-2018-13127,Access Control,balanceOf,False
CVE-2018-13041,Integer Overflow,mint,True
CVE-2018-13041,Typo Constructor,mint,False
CVE-2018-13041,Bad Randomness,mint,False
CVE-2018-13041,Wrong Logic,mint,False
CVE-2018-13041,Access Control,mint,False
CVE-2018-13041,Integer Overflow,approve,False
CVE-2018-13041,Integer Overflow,transfer,False
CVE-2018-13041,Integer Overflow,transferFrom,False
CVE-2018-13091,Integer Overflow,distributeToken,False
CVE-2018-13091,Integer Overflow,approveAndCall,False
CVE-2018-13091,Integer Overflow,burnFrom,False
CVE-2018-13091,Integer Overflow,approve,False
CVE-2018-13091,Integer Overflow,transferFrom,False
CVE-2018-13091,Integer Overflow,burn,False
CVE-2018-13091,Integer Overflow,mintToken,True
CVE-2018-13091,Integer Overflow,setBalance,False
CVE-2018-13091,Integer Overflow,_transfer,False
CVE-2018-13327,Integer Overflow,distributeToken,False
CVE-2018-13327,Bad Randomness,transferFrom,False
CVE-2018-13327,Wrong Logic,transfer,False
CVE-2018-13327,Access Control,transferFrom,False
CVE-2018-13327,Integer Overflow,transfer,False
CVE-2018-13327,Wrong Logic,transferFrom,False
CVE-2018-13327,Typos Constructor,transferFrom,False
CVE-2018-13327,Token Devalue,transfer,False
CVE-2018-13327,Access Control,transfer,False
CVE-2018-13327,Typos Constructor,transfer,False
CVE-2018-13327,Token Devalue,transferFrom,False
CVE-2018-13327,Bad Randomness,transfer,False
CVE-2018-13327,Integer Overflow,transferFrom,False
CVE-2018-13327,Wrong Logic,allowance,False
CVE-2018-13327,Typo Constructor,transfer,False
CVE-2018-13327,Typo Constructor,approve,False
CVE-2018-13327,Bad Randomness,approve,False
CVE-2018-13327,Access Control,allowance,False
CVE-2018-13327,Access Control,approve,False
CVE-2018-13327,Integer Overflow,approve,False
CVE-2018-13327,Wrong Logic,approve,False
CVE-2018-13327,Integer Overflow,totalSupply,False
CVE-2018-13327,Integer Overflow,balanceOf,False
CVE-2018-13327,Typo Constructor,transferFrom,False
CVE-2018-13327,Bad Randomness,allowance,False
CVE-2018-13327,Typo Constructor,allowance,False
CVE-2018-13327,Integer Overflow,allowance,False
CVE-2018-13327,Wrong Logic,receiveApproval,False
CVE-2018-13327,Typo Constructor,ChuCunLingAIGO,False
CVE-2018-13327,Wrong Logic,approveAndCall,False
CVE-2018-17987,Reentrancy,claimWinnings,False
CVE-2018-17987,Reentrancy,claimTile,False
CVE-2018-17987,Access Control,Tiles,False
CVE-2018-17987,Integer Overflow,Tiles,False
CVE-2018-17987,Bad Randomness,Tiles,False
CVE-2018-17987,Integer Overflow,claimTile,False
CVE-2018-17987,Integer Overflow,claimOwnersEarnings,False
CVE-2018-17987,Integer Overflow,refundWinnings,False
CVE-2018-17987,Integer Overflow,refundTiles,False
CVE-2018-17987,Integer Overflow,updateGameCost,False
CVE-2018-17987,Wrong Logic,resetGame,False
CVE-2018-14005,Incorrect Logic,transferAUTOtokens10,False
CVE-2018-14005,Wrong Logic,transferFrom,False
CVE-2018-14005,Incorrect Logic,transferAUTOtokens5,False
CVE-2018-14005,Incorrect Logic,transfer,False
CVE-2018-14005,Incorrect Logic,approve,False
CVE-2018-14005,Incorrect Logic,transferAny,False
CVE-2018-14005,Incorrect Logic,transferAUTOtoken1,False
CVE-2018-14005,Extract the vulnerability name,Extract the function name,False
CVE-2018-14005,Integer Overflow,transferAUTOtokens10,False
CVE-2018-14005,Integer Overflow,transferFrom,False
CVE-2018-14005,Integer Overflow,transferAUTOtokens5,False
CVE-2018-14005,Integer Overflow,transfer,False
CVE-2018-14005,Integer Overflow,transferAUTOtoken1,False
CVE-2018-14005,Integer Overflow,transferAny,True
CVE-2018-14005,Integer Overflow,MalaysianCoin,False
CVE-2018-11335,Integer Overflow,mint,True
CVE-2018-11335,Integer Overflow,transferFrom,False
CVE-2018-11335,Access Control,setMigrationMaster,False
CVE-2018-11335,Integer Overflow,approve,False
CVE-2018-11335,Integer Overflow,decreaseApproval,False
CVE-2018-11335,Access Control,unfreeze,False
CVE-2018-11335,Integer Overflow,transfer,False
CVE-2018-11335,Integer Overflow,migrate,False
CVE-2018-11335,Access Control,setMigrationAgent,False
CVE-2018-11335,Integer Overflow,migrateFrom,False
CVE-2018-11335,Integer Overflow,increaseApproval,False
CVE-2018-11335,Bad Randomness,migrate,False
CVE-2018-11335,Access Control,approve,False
CVE-2018-11335,Access Control,transfer,False
CVE-2018-13086,Integer Overflow,mintToken,True
CVE-2018-13086,Bad Randomness,sell,False
CVE-2018-13086,Wrong Logic,buy,False
CVE-2018-13086,Token Devalue,mintToken,False
CVE-2018-13086,Bad Randomness,mintToken,False
CVE-2018-13086,Integer Overflow,sell,False
CVE-2018-13086,Access Control,transferFrom,False
CVE-2018-13086,Integer Overflow,buy,False
CVE-2018-13086,Wrong Logic,transferFrom,False
CVE-2018-13086,Integer Overflow,setPrices,False
CVE-2018-13086,Access Control,burnFrom,False
CVE-2018-12080,Integer Overflow,mintToken,False
CVE-2018-12080,Integer Overflow,setPrices,False
CVE-2018-12080,Access Control,transferFrom,False
CVE-2018-12080,Integer Overflow,burnFrom,False
CVE-2018-12080,Bad Randomness,approveAndCall,False
CVE-2018-12080,Wrong Logic,transferFrom,False
CVE-2018-12080,Access Control,burnFrom,False
CVE-2018-13074,Integer Overflow,mintToken,True
CVE-2018-13074,Typos Constructor,mintToken,False
CVE-2018-13074,Token Devalue,mintToken,False
CVE-2018-13074,Bad Randomness,mintToken,False
CVE-2018-13074,Access Control,mintToken,False
CVE-2018-13074,Wrong Logic,mintToken,False
CVE-2018-13074,Integer Overflow,transferFrom,False
CVE-2018-13074,Integer Overflow,burnFrom,False
CVE-2020-17752,Maximum Supply Exceeded,mintCoins,False
CVE-2020-17752,Integer Overflow,mintCoins,False
CVE-2020-17752,Unchecked Return Value,mintCoins,False
CVE-2020-17752,Bad Randomness,mintCoins,False
CVE-2020-17752,Access Control,mintCoins,False
CVE-2020-17752,Integer Overflow,GetMaxStageEthAmount,False
CVE-2020-17752,Integer Overflow,GetStats,False
CVE-2020-17752,Integer Overflow,mintToken,False
CVE-2020-17752,Integer Overflow,burn,False
CVE-2020-17752,Integer Overflow,mint,False
CVE-2018-13778,Integer Overflow,mintToken,True
CVE-2018-13778,Access Control,freezeAccount,False
CVE-2018-13778,Integer Overflow,transfer,False
CVE-2018-13778,Integer Overflow,transferFrom,False
CVE-2018-12025,Integer Overflow,mintToken,False
CVE-2018-12025,Integer Overflow,approve,False
CVE-2018-12025,Access Control,freezeAccount,False
CVE-2018-12025,Access Control,changeDecimals,False
CVE-2018-12025,Access Control,changeName,False
CVE-2018-12025,Integer Overflow,transferFrom,False
CVE-2018-12025,Access Control,changeSymbol,False
CVE-2018-12025,Bad Randomness,transfer,False
CVE-2018-12025,Integer Overflow,transfer,False
CVE-2018-12025,Wrong Logic,approve,False
CVE-2018-12025,Access Control,transfer,False
CVE-2018-11239,Burn Function Issue,function burn(uint256 _value) public returns (bool success),False
CVE-2018-11239,Initial Supply Issue,function Hexagon() public,False
CVE-2018-11239,Integer Overflow,approve,False
CVE-2018-11239,Integer Overflow,transfer,False
CVE-2018-11239,Access Control,transfer,False
CVE-2018-11239,Integer Overflow,transferFrom,False
CVE-2018-11239,Access Control,transferFrom,False
CVE-2018-11239,Integer Overflow,burn,False
CVE-2018-11239,Token Devalue,totalSupply,False
CVE-2018-11239,Integer Overflow,_transfer,True
CVE-2018-13202,Integer Overflow,sell,True
CVE-2018-13202,Integer Overflow,mintToken,False
CVE-2018-13202,Bad Randomness,setPrices,False
CVE-2018-13202,Integer Overflow,burn,False
CVE-2018-13202,Access Control,transferFrom,False
CVE-2018-13202,Integer Overflow,buy,False
CVE-2018-13202,Bad Randomness,sell,False
CVE-2018-13202,Integer Overflow,transfer,False
CVE-2018-13202,Integer Overflow,transferFrom,False
CVE-2021-34270,Integer Overflow,mintToken,True
CVE-2021-34270,Integer Overflow,mine,False
CVE-2021-34270,Bad Randomness,sell,False
CVE-2021-34270,Wrong Logic,transferFrom,False
CVE-2021-34270,Bad Randomness,buy,False
CVE-2021-34270,Incorrect sell function,Doftcoin,False
CVE-2021-34270,Incorrect allowance function,Doftcoin,False
CVE-2021-34270,Incorrect miningStorage calculation,Doftcoin,False
CVE-2021-34270,Incorrect transferFrom function,Doftcoin,False
CVE-2021-34270,Incorrect totalSupply calculation,Doftcoin,False
CVE-2021-34270,Incorrect approve function,Doftcoin,False
CVE-2021-34270,Incorrect mining function,Doftcoin,False
CVE-2021-34270,Incorrect setPrices function,Doftcoin,False
CVE-2021-34270,Incorrect transfer function,Doftcoin,False
CVE-2021-34270,Incorrect buy function,Doftcoin,False
CVE-2021-34270,Access Control,transfer,False
CVE-2021-34270,Bad Randomness,approve,False
CVE-2018-13068,Integer Overflow,mintToken,True
CVE-2018-13068,Integer Overflow,burnFrom,False
CVE-2018-13068,Integer Overflow,approve,False
CVE-2018-13068,Integer Overflow,freezeAccount,False
CVE-2018-13068,Integer Overflow,burn,False
CVE-2018-13068,Integer Overflow,approveAndCall,False
CVE-2018-13068,Wrong Logic,transfer,False
CVE-2018-13068,Bad Randomness,approve,False
CVE-2018-13068,Access Control,Typo Constructor,False
CVE-2018-13068,Integer Overflow,transferFrom,False
CVE-2018-13083,Integer Overflow,mintToken,True
CVE-2018-13083,Access Control,transfer,False
CVE-2018-13083,Bad Randomness,approve,False
CVE-2018-13083,Wrong Logic,transferFrom,False
CVE-2018-13230,Integer Overflow,sell,True
CVE-2018-13230,Integer Overflow,mintToken,False
CVE-2018-13230,Integer Overflow,buy,False
CVE-2018-13230,Bad Randomness,setPrices,False
CVE-2018-13230,Integer Overflow,transferFrom,False
CVE-2018-13230,Wrong Logic,sell,False
CVE-2018-13230,Wrong Logic,buy,False
CVE-2018-13230,Integer Overflow,transfer,False
CVE-2018-13092,Integer Overflow,mintToken,True
CVE-2018-13092,Token Devalue,mintToken,False
CVE-2018-13092,Access Control,mintToken,False
CVE-2018-13092,Typo Constructor,mintToken,False
CVE-2018-13092,Bad Randomness,mintToken,False
CVE-2018-13092,Wrong Logic,mintToken,False
CVE-2018-13092,Wrong Logic,transferFrom,False
CVE-2018-13092,Bad Randomness,approveAndCall,False
CVE-2018-13092,Integer Overflow,_transfer,False
CVE-2018-12082,Integer Overflow,mintToken,False
CVE-2018-12082,Access Control,mintToken,False
CVE-2018-12082,Bad Randomness,mintToken,False
CVE-2018-12082,Integer Overflow,buy,False
CVE-2018-12082,Bad Randomness,approveAndCall,False
CVE-2018-12082,Wrong Logic,transferFrom,False
CVE-2018-12082,Wrong Logic,transfer,False
CVE-2018-13225,Integer Overflow,mintToken,False
CVE-2018-13225,Access Control,setPrices,False
CVE-2018-13225,Integer Overflow,buy,False
CVE-2018-13225,Integer Overflow,burn,False
CVE-2018-13225,Bad Randomness,mintToken,False
CVE-2018-13225,Access Control,freezeAccount,False
CVE-2018-13225,Integer Overflow,sell,True
CVE-2018-13225,Wrong Logic,mintToken,False
CVE-2018-13225,Access Control,buy,False
CVE-2018-13225,Access Control,transfer,False
CVE-2018-13225,Bad Randomness,sell,False
CVE-2018-13225,Integer Overflow,transferFrom,False
CVE-2018-13225,Integer Overflow,transfer,False
CVE-2018-13189,Wrong Logic,transferFrom,False
CVE-2018-13189,Lack of Access Control,withdraw,False
CVE-2018-13189,Lack of Access Control,transfer,False
CVE-2018-13189,Lack of Access Control,finish,False
CVE-2018-13189,Lack of Access Control,approve,False
CVE-2018-13189,Lack of Access Control,mint,False
CVE-2018-13189,Integer Overflow,mint,True
CVE-2018-13189,Access Control,foreignBuy,False
CVE-2018-13189,Integer Overflow,foreignBuy,False
CVE-2018-13189,Wrong Logic,ICO,False
