dataname,auditor_idx,vulnerability,function_name
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
2018-13777,,Access Control,mintToken
2018-13777,,Integer Overflow,mintToken
