dataname,vulnerability,function_name,match,true_answer_line,auditor_idx
CVE-2018-14005,Integer Overflow,transferAny,True,4,0
CVE-2018-11335,Integer Overflow,mint,True,1,0
CVE-2018-13089,Integer Overflow,mintToken,True,1,0
CVE-2018-13086,Integer Overflow,mintToken,True,2,0
CVE-2018-13228,Integer Overflow,sell,False,N/A,0
CVE-2018-12080,Token Devalue,mintToken,True,1,0
CVE-2018-17882,Integer Overflow,batchTransfer,True,4,0
CVE-2018-13126,Integer Overflow,mint,True,1,0
CVE-2018-12084,Token Devalue,mintToken,True,1,0
CVE-2018-13074,Integer Overflow,mintToken,True,1,0
CVE-2020-17752,Integer Overflow,Not Provided,False,N/A,0
CVE-2018-13078,Integer Overflow,mintToken,True,1,0
CVE-2019-15080,Typo Constructor,Not Provided,False,N/A,0
CVE-2018-13778,Integer Overflow,mintToken,True,2,0
CVE-2018-13082,Integer Overflow,mintToken,True,3,0
CVE-2018-12025,Wrong Logic,transferFrom,True,1,0
CVE-2018-12081,Token Devalue,mintToken,True,1,0
CVE-2018-17111,Access Control,onlyOwner,False,N/A,0
CVE-2018-13695,Integer Overflow,mint,True,1,0
CVE-2018-11687,Integer Overflow,distributeBTR,True,1,0
CVE-2018-11239,Integer Overflow,_transfer,True,2,0
CVE-2018-13202,Integer Overflow,sell,False,N/A,0
CVE-2018-13077,Integer Overflow,mintToken,True,1,0
CVE-2021-34270,Integer Overflow,mintToken,True,1,0
CVE-2018-12959,Access Control,approveAndCall,False,N/A,0
CVE-2018-13493,Integer Overflow,mintToken,True,1,0
CVE-2018-13068,Integer Overflow,mintToken,True,1,0
CVE-2018-11446,Integer Overflow,buy,False,N/A,0
CVE-2018-19832,Access Control,NETM,False,N/A,0
CVE-2018-13083,Integer Overflow,mintToken,True,1,0
CVE-2018-13090,Integer Overflow,mintToken,True,1,0
CVE-2018-13220,Integer Overflow,sell,False,N/A,0
CVE-2018-12063,Integer Overflow,sell,False,N/A,0
CVE-2018-13230,Integer Overflow,sell,False,N/A,0
CVE-2018-13092,Integer Overflow,mintToken,True,1,0
CVE-2018-12082,Token Devalue,mintToken,False,N/A,0
CVE-2018-13080,Integer Overflow,mintToken,True,3,0
CVE-2018-19831,Access Control,ToOwner,False,N/A,0
CVE-2018-13225,Integer Overflow,sell,False,N/A,0
CVE-2018-13189,Integer Overflow,mint,False,N/A,0
CVE-2018-12079,Token Devalue,mintToken,True,1,0
CVE-2018-19834,Access Control,quaker,False,N/A,0
CVE-2018-13783,Integer Overflow,mintToken,True,1,0
CVE-2018-13221,Integer Overflow,sell,True,1,0
CVE-2018-12975,Bad Randomness,random,False,N/A,0
CVE-2018-12454,Bad Randomness,_addguess,False,N/A,0
CVE-2018-13782,Integer Overflow,mintToken,True,1,0
CVE-2018-13779,Integer Overflow,mintToken,True,1,0
CVE-2018-13836,Integer Overflow,multiTransfer,True,2,0
CVE-2018-14576,Integer Overflow,mintTokens,True,1,0
CVE-2018-13625,Integer Overflow,mintlvlToken,False,N/A,0
CVE-2018-19830,Access Control,UBSexToken,False,N/A,0
CVE-2018-10944,Access Control,request_dividend,True,1,0
CVE-2018-14002,Integer Overflow,distribute,True,4,0
CVE-2018-13113,Integer Overflow,Multiple Functions,False,N/A,0
CVE-2018-14004,Integer Overflow,transfer_tokens_after_ICO,True,2,0
CVE-2018-12078,Token Devalue,mintToken,False,N/A,0
CVE-2018-13144,Integer Overflow,Multiple Functions,False,N/A,0
CVE-2018-13227,Integer Overflow,sell,False,N/A,0

Top k hit rate:,0.58,(79/136)
