dataname,vulnerability,function_name,match,true_answer_line,auditor_idx
CVE-2018-13091,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-12068,Integer Overflow,sell,FALSE,N/A,0
CVE-2018-14084,Integer Overflow,setPrices,FALSE,N/A,0
CVE-2018-13327,Integer Overflow,Multiple Functions,FALSE,N/A,0
CVE-2018-11411,Wrong Logic,transferFrom,TRUE,3,0
CVE-2018-17987,Bad Randomness,determineWinner,FALSE,N/A,0
CVE-2018-12511,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-14005,Integer Overflow,transferAny,TRUE,2,0
CVE-2018-11335,Integer Overflow,mint,FALSE,N/A,0
CVE-2018-13089,Integer Overflow,mintToken,FALSE,N/A,0
CVE-2018-13086,Integer Overflow,mintToken,TRUE,3,0
CVE-2018-13228,Integer Overflow,sell,TRUE,2,0
CVE-2018-12080,Token Devalue,mintToken,TRUE,1,0
CVE-2018-17882,Integer Overflow,batchTransfer,TRUE,1,0
CVE-2018-13126,Integer Overflow,mint,TRUE,1,0
CVE-2018-12084,Token Devalue,mintToken,FALSE,N/A,0
CVE-2018-13074,Integer Overflow,mintToken,FALSE,N/A,0
CVE-2020-17752,Integer Overflow,Not Provided,FALSE,N/A,0
CVE-2018-13078,Integer Overflow,mintToken,TRUE,1,0
CVE-2019-15080,Typo Constructor,Not Provided,FALSE,N/A,0
CVE-2018-13778,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-13082,Integer Overflow,mintToken,TRUE,2,0
CVE-2018-12025,Wrong Logic,transferFrom,FALSE,N/A,0
CVE-2018-12081,Token Devalue,mintToken,TRUE,3,0
CVE-2018-17111,Access Control,onlyOwner,FALSE,N/A,0
CVE-2018-13695,Integer Overflow,mint,TRUE,1,0
CVE-2018-11687,Integer Overflow,distributeBTR,TRUE,1,0
CVE-2018-11239,Integer Overflow,_transfer,FALSE,N/A,0
CVE-2018-13202,Integer Overflow,sell,FALSE,N/A,0
CVE-2018-13077,Integer Overflow,mintToken,TRUE,1,0
CVE-2021-34270,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-12959,Access Control,approveAndCall,FALSE,N/A,0
CVE-2018-13493,Integer Overflow,mintToken,TRUE,2,0
CVE-2018-13068,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-11446,Integer Overflow,buy,FALSE,N/A,0
CVE-2018-19832,Access Control,NETM,FALSE,N/A,0
CVE-2018-13083,Integer Overflow,mintToken,TRUE,1, the second column is the auditor_idx
CVE-2018-13090,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-13220,Integer Overflow,sell,TRUE,1,0
CVE-2018-12063,Integer Overflow,sell,FALSE,N/A,0
CVE-2018-13230,Integer Overflow,sell,TRUE,1,0
CVE-2018-13092,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-12082,Token Devalue,mintToken,FALSE,N/A,0
CVE-2018-13080,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-19831,Access Control,ToOwner,FALSE,N/A,0
CVE-2018-13225,Integer Overflow,sell,FALSE,N/A,0
CVE-2018-13189,Integer Overflow,mint,FALSE,N/A,0
CVE-2018-12079,Token Devalue,mintToken,TRUE,1,0
CVE-2018-19834,Access Control,quaker,FALSE,N/A,0
CVE-2018-13783,Integer Overflow,mintToken,TRUE,2,0
CVE-2018-13221,Integer Overflow,sell,TRUE,1,0
CVE-2018-12975,Bad Randomness,random,FALSE,N/A,0
CVE-2018-12454,Bad Randomness,_addguess,FALSE,N/A,0
CVE-2018-13782,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-13779,Integer Overflow,mintToken,TRUE,1,0
CVE-2018-13836,Integer Overflow,multiTransfer,TRUE,2,0
CVE-2018-14576,Integer Overflow,mintTokens,TRUE,1,0
CVE-2018-13625,Integer Overflow,mintlvlToken,FALSE,N/A,0
CVE-2018-19830,Access Control,UBSexToken,TRUE,1,0
CVE-2018-10944,Access Control,request_dividend,FALSE,N/A,0
CVE-2018-14002,Integer Overflow,distribute,TRUE,1,0
CVE-2018-13113,Integer Overflow,Multiple Functions,FALSE,N/A,0
CVE-2018-14004,Integer Overflow,transfer_tokens_after_ICO,TRUE,1,0
CVE-2018-12078,Token Devalue,mintToken,TRUE,1,0
CVE-2018-13144,Integer Overflow,Multiple Functions,FALSE,N/A,0
CVE-2018-13227,Integer Overflow,sell,TRUE,1,0
,,,,,
Top k hit rate: 0.60 (82/136),,,,,
Top 1 hit rate: 0.44 (60/136),,,,,
